character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,tone_melody,tone_register,tone_pitch,vowel_backedness,vowel_height,vowel_roundedness,size,masculine,feminine
朋,peng2,8,1321034,145751,0.801,226733,146238,203837,452522,359029,79206,706.333,713.356,975.297,2186.097,2137.077,880.067,1266.371,2.897,134.668,3.868,3.6875,3.7,3.5,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.900632335345671,0.09936766465432903
彭,peng2,12,65692,17591,0.578,16173,5260,7411,20407,22416,11539,50.383,25.659,35.459,98.585,133.429,128.211,78.621,4.099,36.272,4.429,3.375,3.2,3.2,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.788780423375719,0.21121957662428106
棚,peng2,12,31320,1869,0.887,1273,1001,2311,8157,13426,7024,3.966,4.883,11.057,39.406,79.917,78.044,36.212,4.429,34.149,4.454,2.1875,2.7,2.8,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.9436861610774654,0.056313838922534575
蓬,peng2,13,29522,8092,0.57,3420,3718,7017,10729,8543,4191,10.654,18.137,33.574,51.831,50.851,46.567,35.269,4.44,30.291,4.505,3.25,3.0,3.3,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.7848673366299782,0.2151326633700218
鹏,peng2,13,5494636,268187,0.907,203089,229880,615875,1673773,2108669,929416,632.676,1121.366,2946.77,8085.86,12551.601,10326.844,5944.186,2.226,17.107,4.742,4.375,3.6,3.8,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.9534625651351777,0.04653743486482233
澎,peng2,15,39218,2765,0.868,1394,2608,4635,8904,11060,13402,4.343,12.722,22.177,43.014,65.833,148.911,49.5,4.297,5.917,5.16,3.625,3.2,3.5,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.9341400090512827,0.06585999094871733
碰,peng4,13,1816,3036,-0.251,2274,827,479,540,634,96,7.084,4.034,2.292,2.609,3.774,1.067,3.477,5.349,90.937,4.037,1.875,2.1,2.2,pʰeŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,middle,unround,missing,0.3742786479802143,0.6257213520197856
丕,pi1,5,101342,38819,0.446,66323,28724,21896,14284,6877,2178,206.614,140.117,104.766,69.005,40.935,24.2,97.606,4.006,1.801,5.553,2.6875,2.2,2.8,pʰi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7230399326488823,0.27696006735111767
皮,pi2,5,1561,773,0.338,1036,302,271,263,311,151,3.227,1.473,1.297,1.271,1.851,1.678,1.8,5.553,318.6,3.495,2.4375,2.7,2.1,pʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.668808911739503,0.331191088260497
漂,piao1,14,1770,4731,-0.455,827,271,344,1218,2872,968,2.576,1.322,1.646,5.884,17.095,10.756,6.547,5.122,57.237,4.235,2.5,2.7,2.7,pʰiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.27226580526072913,0.7277341947392709
飘,piao1,15,16215,43868,-0.46,2348,2351,3768,8999,31276,11390,7.315,11.468,18.029,43.473,186.167,126.556,65.501,4.177,65.276,4.179,2.8125,2.9,3.0,pʰiao,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.2698766706056622,0.7301233293943379
拼,pin1,9,1629,1109,0.19,174,140,183,703,1173,364,0.542,0.683,0.876,3.396,6.982,4.044,2.754,5.426,38.458,4.404,2.5,2.6,3.0,pʰin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5949598246895544,0.40504017531044556
姘,pin1,9,9,257,-0.932,46,10,15,80,93,24,0.143,0.049,0.072,0.386,0.554,0.267,0.245,5.905,1.222,5.653,2.0,1.9,2.2,pʰin,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.03383458646616541,0.9661654135338346
贫,pin2,8,404,380,0.031,173,186,143,146,113,23,0.539,0.907,0.684,0.705,0.673,0.256,0.627,5.789,96.21,4.012,1.4375,2.0,2.0,pʰin,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5153061224489796,0.4846938775510204
频,pin2,13,3283,6331,-0.317,1062,2040,2452,2388,1339,322,3.308,9.951,11.732,11.536,7.97,3.578,8.013,5.045,69.521,4.152,2.8125,2.8,3.0,pʰin,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.3414811732889536,0.6585188267110464
嫔,pin2,13,68,7004,-0.981,288,442,1237,2627,1789,689,0.897,2.156,5.919,12.691,10.649,7.656,6.661,5.116,2.765,5.424,2.5625,2.6,2.4,pʰin,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.009615384615384616,0.9903846153846154
品,pin3,9,374815,215684,0.269,247559,103255,89541,76639,48856,24828,771.212,503.683,428.426,370.237,290.81,275.867,440.039,3.356,1101.143,2.958,3.4375,3.2,3.4,pʰin,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.6347428192088386,0.3652571807911614
娉,ping1,10,72,25809,-0.994,1081,1355,2875,8066,7903,4610,3.368,6.61,13.756,38.966,47.042,51.222,26.827,4.556,0.0,6.0,3.4375,3.4,3.3,pʰiŋ,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.0027819636026428654,0.9972180363973572
平,ping2,5,11506827,8155650,0.17,4083392,5448207,5090986,3336837,1377397,327999,12720.847,26576.62,24358.785,16119.986,8198.792,3644.433,15269.911,1.816,1202.305,2.92,3.6875,3.3,3.1,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5852175694852688,0.4147824305147312
评,ping2,7,3756,3245,0.073,999,1113,1322,1783,1246,546,3.112,5.429,6.325,8.614,7.417,6.067,6.161,5.145,223.354,3.649,2.875,3.0,3.0,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5364947864590772,0.4635052135409227
坪,ping2,8,21199,16415,0.127,4595,4876,6355,7636,7702,6526,14.315,23.785,30.407,36.889,45.845,72.511,37.292,4.417,14.856,4.8,2.8125,3.1,2.9,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5635933429042378,0.4364066570957622
苹,ping2,8,18935,604840,-0.939,82254,141040,158538,148167,75114,18820,256.243,688.0,758.555,715.783,447.107,209.111,512.467,3.289,27.461,4.546,3.1875,3.2,3.1,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.030355496773676407,0.9696445032263236
凭,ping2,8,2827,1628,0.269,358,427,540,1755,1018,363,1.115,2.083,2.584,8.478,6.06,4.033,4.059,5.296,76.338,4.112,2.5625,2.6,2.9,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6345679012345679,0.3654320987654321
枰,ping2,9,370,263,0.169,58,46,87,146,162,135,0.181,0.224,0.416,0.705,0.964,1.5,0.665,5.779,0.0,6.0,2.9375,2.9,2.9,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.584518167456556,0.4154818325434439
屏,ping2,9,8728,65019,-0.763,26964,14475,13696,11278,6121,1409,84.0,70.61,65.531,54.483,36.435,15.656,54.453,4.256,52.221,4.274,3.1875,2.8,2.9,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.11835057697262262,0.8816494230273774
瓶,ping2,10,477,3800,-0.777,1018,715,748,1026,614,153,3.171,3.488,3.579,4.957,3.655,1.7,3.425,5.354,68.042,4.161,2.5625,2.5,2.4,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.11152677110123918,0.8884732288987608
萍,ping2,11,163805,8084222,-0.96,1145861,2018504,2030433,1667371,1047692,336068,3569.66,9846.361,9714.99,8054.932,6236.262,3734.089,6859.382,2.164,25.789,4.572,3.6875,3.5,3.1,pʰiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.01985990104057613,0.9801400989594239
坡,po1,8,185641,6923,0.928,45364,32837,43263,46005,20190,4886,141.321,160.18,207.0,222.246,120.179,54.289,150.869,3.819,81.547,4.083,2.3125,2.6,2.5,pʰuo,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.9640483164038969,0.035951683596103116
珀,po4,9,2584,1019,0.434,519,318,494,810,842,626,1.617,1.551,2.364,3.913,5.012,6.956,3.569,5.34,2.444,5.463,3.4375,3.0,3.2,pʰuo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.717180127671385,0.28281987232861505
莆,pu2,10,495,215,0.394,152,57,63,144,215,79,0.474,0.278,0.301,0.696,1.28,0.878,0.651,5.782,0.643,5.784,3.25,2.9,3.2,pʰu,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.6971830985915493,0.3028169014084507
菩,pu2,11,172,606,-0.558,35,27,36,281,296,99,0.109,0.132,0.172,1.357,1.762,1.1,0.772,5.752,10.804,4.928,3.4375,3.3,3.5,pʰu,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.2210796915167095,0.7789203084832905
蒲,pu2,13,7797,15516,-0.331,9884,4302,2887,2552,2550,1159,30.791,20.985,13.813,12.329,15.179,12.878,17.663,4.729,16.721,4.752,3.4375,2.9,3.2,pʰu,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.33444859091494017,0.6655514090850598
璞,pu2,16,52841,22736,0.398,16813,4794,6551,16525,19345,11416,52.377,23.385,31.344,79.831,115.149,126.844,71.488,4.14,1.415,5.617,4.125,3.4,3.8,pʰu,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.6991677362160446,0.30083226378395544
濮,pu2,17,1702,378,0.637,107,61,98,325,517,976,0.333,0.298,0.469,1.57,3.077,10.844,2.765,5.424,2.122,5.506,3.125,3.1,3.2,pʰu,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.8182692307692307,0.18173076923076922
朴,pu3,6,39247,12899,0.505,18254,7138,6400,7450,8104,4864,56.866,34.82,30.622,35.99,48.238,54.044,43.43,4.352,43.089,4.356,3.875,3.4,3.5,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.7526368273693093,0.24736317263069074
埔,pu3,10,2227,266,0.787,371,145,178,444,661,697,1.156,0.707,0.852,2.145,3.935,7.744,2.757,5.425,15.563,4.781,3.125,2.8,2.9,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.8933012434817489,0.1066987565182511
圃,pu3,10,1423,478,0.497,371,166,212,357,385,407,1.156,0.81,1.014,1.725,2.292,4.522,1.92,5.535,9.454,4.981,3.25,2.8,2.9,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.7485533929510784,0.25144660704892163
浦,pu3,10,26127,4173,0.725,10462,3335,3202,4389,4975,3937,32.592,16.268,15.321,21.203,29.613,43.744,26.457,4.561,18.586,4.708,3.125,3.1,3.2,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.8622772277227723,0.13772277227722773
普,pu3,12,313882,57953,0.688,157569,61350,50073,51786,36752,13956,490.869,299.268,239.584,250.174,218.762,155.067,275.621,3.558,276.154,3.557,3.1875,3.3,3.0,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.844143235574919,0.155856764425081
溥,pu3,13,6570,617,0.828,1033,247,374,1019,1912,2605,3.218,1.205,1.789,4.923,11.381,28.944,8.577,5.019,2.701,5.432,3.3125,3.1,3.3,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.9141505496034507,0.08584945039654933
谱,pu3,14,8369,1140,0.76,1733,616,789,2251,3042,1027,5.399,3.005,3.775,10.874,18.107,11.411,8.762,5.01,47.976,4.31,3.0625,2.9,3.0,pʰu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.880113576611631,0.11988642338836891
瀑,pu4,18,473,137,0.551,31,42,95,193,170,76,0.097,0.205,0.455,0.932,1.012,0.844,0.591,5.798,9.904,4.962,2.5,2.7,3.0,pʰu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.7754098360655738,0.22459016393442624
七,qi1,2,67808,95719,-0.171,65439,37476,35809,13237,7585,2158,203.86,182.81,171.335,63.947,45.149,23.978,115.18,3.935,435.904,3.36,2.6875,2.9,2.5,t͡ɕʰi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.4146593528897369,0.5853406471102631
栖,qi1,10,2618,4891,-0.303,771,201,305,938,2666,2611,2.402,0.98,1.459,4.531,15.869,29.011,9.042,4.998,21.094,4.656,3.125,3.1,2.9,t͡ɕʰi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.3486482887202024,0.6513517112797976
戚,qi1,11,559,239,0.401,45,36,53,223,289,152,0.14,0.176,0.254,1.077,1.72,1.689,0.843,5.734,23.152,4.617,2.9375,3.2,3.3,t͡ɕʰi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.7005012531328321,0.29949874686716793
期,qi1,12,13926,4459,0.515,6085,2904,2446,2273,2912,1760,18.956,14.166,11.703,10.981,17.333,19.556,15.449,4.784,988.662,3.005,3.25,3.5,3.1,t͡ɕʰi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.757465324993201,0.242534675006799
漆,qi1,14,356,165,0.367,14,16,36,105,260,90,0.044,0.078,0.172,0.507,1.548,1.0,0.558,5.807,30.934,4.496,2.375,2.7,2.7,t͡ɕʰi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6833013435700576,0.31669865642994244
蹊,qi1,17,1069,567,0.307,39,17,31,271,594,684,0.121,0.083,0.148,1.309,3.536,7.6,2.133,5.504,2.38,5.471,2.5,2.7,2.7,ɕi,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6534229828850856,0.3465770171149144
亓,qi2,4,370,559,-0.203,10,13,51,153,256,446,0.031,0.063,0.244,0.739,1.524,4.956,1.26,5.646,0.0,6.0,3.125,2.6,2.9,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.3982777179763186,0.6017222820236814
齐,qi2,6,437968,147489,0.496,155728,92512,86427,76671,101917,72508,485.134,451.278,413.526,370.391,606.649,805.644,522.104,3.281,140.649,3.849,3.75,3.5,3.2,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7480788512222076,0.25192114877779237
祁,qi2,6,11414,3560,0.525,1994,1422,1639,2909,3765,3245,6.212,6.937,7.842,14.053,22.411,36.056,15.585,4.78,4.437,5.265,3.3125,3.1,3.4,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7622545745959663,0.23774542540403365
圻,qi2,7,6096,3506,0.27,1323,269,303,777,2346,4586,4.121,1.312,1.45,3.754,13.964,50.956,12.593,4.867,0.45,5.839,2.9375,3.0,2.9,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6348677358883565,0.3651322641116434
岐,qi2,7,184117,16089,0.839,113242,32344,16999,11980,14703,10908,352.779,157.776,81.335,57.874,87.518,121.2,143.08,3.841,4.823,5.235,2.9375,3.2,2.8,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.9196377730937135,0.08036222690628653
其,qi2,8,1680147,568039,0.495,969629,475400,359934,219676,156369,67973,3020.651,2319.024,1722.172,1061.237,930.768,755.256,1634.851,2.786,1790.563,2.747,3.3125,3.3,2.8,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7473345176955999,0.25266548230440006
奇,qi2,8,1422950,248191,0.703,312010,212930,222888,281403,400296,242767,971.994,1038.683,1066.45,1359.435,2382.714,2697.411,1586.115,2.799,240.59,3.617,3.75,3.1,3.4,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8514841057696508,0.1485158942303492
歧,qi2,8,16166,1591,0.821,10901,2500,1309,982,1291,760,33.96,12.195,6.263,4.744,7.685,8.444,12.215,4.879,23.667,4.608,2.5,2.5,2.8,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.9104015317902799,0.08959846820972012
祈,qi2,8,7732,2608,0.496,1517,617,631,812,1634,5132,4.726,3.01,3.019,3.923,9.726,57.022,13.571,4.837,13.184,4.848,3.375,3.5,3.2,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7477756286266924,0.25222437137330755
荠,qi2,9,200,832,-0.612,24,22,67,126,278,514,0.075,0.107,0.321,0.609,1.655,5.711,1.413,5.617,1.801,5.553,2.875,3.0,2.8,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.1937984496124031,0.8062015503875969
耆,qi2,10,76,11,0.747,29,19,21,7,5,6,0.09,0.093,0.1,0.034,0.03,0.067,0.069,5.971,1.158,5.666,2.75,2.7,2.7,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8735632183908046,0.12643678160919541
颀,qi2,10,2884,3416,-0.084,180,361,731,1321,1791,1910,0.561,1.761,3.498,6.382,10.661,21.222,7.348,5.078,1.222,5.653,3.375,3.2,3.1,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.4577777777777778,0.5422222222222223
萁,qi2,11,760,2500,-0.534,19,26,67,222,678,2256,0.059,0.127,0.321,1.072,4.036,25.067,5.114,5.214,0.0,6.0,3.0,2.9,2.7,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.2331288343558282,0.7668711656441718
崎,qi2,11,10736,3942,0.463,1180,1151,1778,2473,4446,3674,3.676,5.615,8.507,11.947,26.464,40.822,16.172,4.765,8.425,5.026,2.6875,2.6,3.0,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7314348003815234,0.26856519961847664
淇,qi2,11,93700,128265,-0.156,3700,2499,5977,19797,52753,142535,11.526,12.19,28.598,95.638,314.006,1583.722,340.947,3.466,0.965,5.707,3.25,3.6,3.1,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.42213862545896874,0.5778613745410313
骐,qi2,11,24809,4348,0.702,2228,857,1244,2266,6881,15674,6.941,4.18,5.952,10.947,40.958,174.156,40.522,4.382,0.0,6.0,3.6875,3.4,3.5,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8508762904276846,0.14912370957231538
骑,qi2,11,4013,325,0.85,344,385,539,748,1305,881,1.072,1.878,2.579,3.614,7.768,9.789,4.45,5.264,49.52,4.297,2.25,2.6,2.5,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.9250806823420932,0.07491931765790687
琪,qi2,12,624970,1507215,-0.414,143865,75684,90685,221232,770443,830500,448.178,369.19,433.9,1068.754,4585.97,9227.778,2688.962,2.57,4.052,5.297,4.0,3.7,3.5,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.2931124644437514,0.7068875355562486
琦,qi2,12,601285,717770,-0.088,74189,56489,90756,203134,472900,422827,231.118,275.556,434.239,981.324,2814.881,4698.078,1572.533,2.803,4.437,5.265,4.0625,3.9,3.4,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.45584528317621326,0.5441547168237867
棋,qi2,12,149306,61777,0.415,34804,16404,16619,21525,54943,66852,108.424,80.02,79.517,103.986,327.042,742.8,240.298,3.617,29.583,4.515,3.125,2.9,3.2,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.70733313435947,0.29266686564053
祺,qi2,12,206639,107625,0.315,23822,8026,11743,34392,87425,148797,74.212,39.151,56.187,166.145,520.387,1653.3,418.23,3.378,5.917,5.16,3.9375,3.6,3.7,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6575331568362905,0.3424668431637095
綦,qi2,14,256,111,0.395,24,37,35,86,114,71,0.075,0.18,0.167,0.415,0.679,0.789,0.384,5.859,0.643,5.784,2.875,2.4,3.0,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6975476839237057,0.3024523160762943
旗,qi2,14,304413,38790,0.774,42432,76518,81037,50967,54850,36843,132.187,373.259,387.737,246.217,326.488,409.367,312.543,3.504,89.136,4.045,3.1875,3.1,3.1,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8869765124430731,0.11302348755692695
麒,qi2,19,108054,20343,0.683,9139,4925,6968,20652,40373,46356,28.47,24.024,33.34,99.768,240.315,515.067,156.831,3.802,1.479,5.606,4.125,3.6,3.7,t͡ɕʰi,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8415617187317461,0.15843828126825393
芑,qi3,6,77,115,-0.198,26,8,22,18,55,63,0.081,0.039,0.105,0.087,0.327,0.7,0.223,5.913,0.0,6.0,2.9375,2.8,2.9,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.4010416666666667,0.5989583333333334
岂,qi3,6,1155,176,0.736,140,37,67,173,326,588,0.436,0.18,0.321,0.836,1.94,6.533,1.708,5.567,27.204,4.55,2.6875,2.7,2.7,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.8677685950413223,0.1322314049586777
企,qi3,6,3713,440,0.788,1352,292,222,339,809,1127,4.212,1.424,1.062,1.638,4.815,12.522,4.279,5.277,453.525,3.342,2.875,3.1,2.6,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.8940524921743318,0.1059475078256682
杞,qi3,7,4201,1488,0.477,1820,386,393,601,1048,1443,5.67,1.883,1.88,2.903,6.238,16.033,5.768,5.17,1.672,5.573,2.9375,2.8,2.8,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7384426085428019,0.2615573914571981
启,qi3,7,2622619,894022,0.492,1399873,708613,564958,370200,301905,168681,4360.975,3456.649,2703.148,1788.406,1797.054,1874.233,2663.411,2.574,90.744,4.037,3.6875,3.1,3.6,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.7457738791079328,0.2542261208920672
起,qi3,10,486474,53174,0.803,248401,105720,69479,51086,41520,23370,773.835,515.707,332.435,246.792,247.143,259.667,395.93,3.401,2439.917,2.612,3.1875,3.0,3.0,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.9014653996679317,0.09853460033206832
绮,qi3,11,6035,143328,-0.919,13518,9902,13680,22054,48633,41648,42.112,48.302,65.455,106.541,289.482,462.756,169.108,3.769,2.83,5.417,4.0,3.9,3.5,t͡ɕʰi,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.0404049195583913,0.9595950804416087
气,qi4,4,8667,2041,0.619,4519,1971,1643,1521,927,154,14.078,9.615,7.861,7.348,5.518,1.711,7.689,5.061,1435.885,2.843,1.875,2.0,2.2,t͡ɕʰi,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8093948449757191,0.1906051550242809
器,qi4,16,2306,159,0.871,1366,249,205,315,236,97,4.255,1.215,0.981,1.522,1.405,1.078,1.743,5.562,467.031,3.33,2.9375,2.8,2.8,t͡ɕʰi,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.9354969574036511,0.06450304259634888
恰,qia4,9,1276,2106,-0.245,369,166,261,863,1216,470,1.15,0.81,1.249,4.169,7.238,5.222,3.306,5.366,88.171,4.05,3.25,3.3,3.0,t͡ɕʰia,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.3772915434654051,0.622708456534595
千,qian1,3,193589,115345,0.253,77532,37077,33174,45258,53073,62519,241.533,180.863,158.727,218.638,315.911,694.656,301.721,3.519,456.226,3.34,3.3125,3.3,3.0,t͡ɕʰian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.6266354625907151,0.3733645374092848
仟,qian1,5,12124,10952,0.051,4013,1321,1241,3438,7236,5851,12.502,6.444,5.938,16.609,43.071,65.011,24.929,4.586,0.0,6.0,3.5,3.1,3.0,t͡ɕʰian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5253943491072977,0.4746056508927024
芊,qian1,6,5138,55583,-0.831,567,561,1608,4106,14562,38620,1.766,2.737,7.694,19.836,86.679,429.111,91.304,4.035,0.0,6.0,3.9375,3.9,3.3,t͡ɕʰian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.08461652476079116,0.9153834752392088
迁,qian1,6,30775,13617,0.387,7902,4740,4792,9979,13450,3662,24.617,23.122,22.928,48.208,80.06,40.689,39.937,4.388,76.209,4.112,2.625,3.1,3.0,t͡ɕʰian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.693255541539016,0.30674445846098397
岍,qian1,7,214,192,0.054,8,17,48,101,136,96,0.025,0.083,0.23,0.488,0.81,1.067,0.451,5.838,0.0,6.0,3.0625,2.9,3.1,t͡ɕʰian,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.5270935960591133,0.4729064039408867
