character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,tone_melody,tone_register,tone_pitch,vowel_backedness,vowel_height,vowel_roundedness,size,masculine,feminine
鸣,ming2,8,419738,167644,0.429,129259,62768,60444,93243,116295,125593,402.676,306.185,289.206,450.449,692.232,1395.478,589.371,3.229,63.926,4.188,3.8125,3.4,3.5,miŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.7145911859743744,0.28540881402562557
茗,ming2,9,27942,50186,-0.285,2756,2299,4737,10103,22023,36276,8.586,11.215,22.665,48.807,131.089,403.067,104.238,3.978,1.029,5.693,3.75,3.7,3.5,miŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.3576438664755273,0.6423561335244726
铭,ming2,11,1141720,285259,0.6,180268,99609,119535,201596,393691,432179,561.583,485.898,571.938,973.894,2343.399,4801.989,1623.117,2.789,13.312,4.844,4.0,3.4,3.6,miŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.800095866862792,0.19990413313720803
溟,ming2,13,1201,399,0.501,68,230,441,324,250,288,0.212,1.122,2.11,1.565,1.488,3.2,1.616,5.582,0.45,5.839,2.6875,2.6,3.3,miŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.750625,0.249375
缪,miu4,14,513,396,0.129,46,35,54,175,280,318,0.143,0.171,0.258,0.845,1.667,3.533,1.103,5.677,3.023,5.395,2.5,2.9,3.2,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.5643564356435643,0.43564356435643564
谟,mo2,12,1890,102,0.898,961,257,200,235,193,146,2.994,1.254,0.957,1.135,1.149,1.622,1.519,5.599,3.537,5.343,2.8125,2.8,3.2,muo,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.9487951807228916,0.05120481927710843
模,mo2,14,50365,5727,0.796,35048,9148,6004,3198,2146,690,109.184,44.624,28.727,15.449,12.774,7.667,36.404,4.427,297.505,3.525,2.875,2.5,2.8,mu,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.8978998787705912,0.10210012122940883
磨,mo2,16,611,146,0.614,295,85,71,139,139,28,0.919,0.415,0.34,0.671,0.827,0.311,0.581,5.801,84.827,4.066,1.875,2.7,2.7,muo,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.8071334214002642,0.1928665785997358
末,mo4,5,2939,4812,-0.242,1882,1149,1184,1173,1578,781,5.863,5.605,5.665,5.667,9.393,8.678,6.812,5.107,157.113,3.801,1.9375,2.6,2.2,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.3791768804025287,0.6208231195974713
茉,mo4,8,225,12347,-0.964,1493,1003,1796,3713,2332,2251,4.651,4.893,8.593,17.937,13.881,25.011,12.494,4.87,2.83,5.417,3.5625,3.5,3.0,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.017896913776646515,0.9821030862233535
沫,mo4,8,6131,10721,-0.272,876,793,1526,4645,4792,4234,2.729,3.868,7.301,22.44,28.524,47.044,18.651,4.707,21.416,4.649,2.9375,2.8,3.0,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.363814384049371,0.6361856159506291
陌,mo4,8,584,707,-0.095,56,36,52,188,312,647,0.174,0.176,0.249,0.908,1.857,7.189,1.759,5.559,19.872,4.68,2.625,2.2,2.9,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.45236250968241676,0.5476374903175832
莫,mo4,10,7614,12969,-0.26,4277,2392,2299,3008,3878,4723,13.324,11.668,11.0,14.531,23.083,52.478,21.014,4.657,112.481,3.945,3.25,2.6,2.9,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.369916921731526,0.630083078268474
秣,mo4,10,50,15,0.538,6,5,4,10,13,27,0.019,0.024,0.019,0.048,0.077,0.3,0.081,5.966,0.386,5.858,2.6875,2.8,3.4,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.7692307692307693,0.23076923076923078
蓦,mo4,13,190,192,-0.005,2,6,12,49,80,233,0.006,0.029,0.057,0.237,0.476,2.589,0.566,5.805,6.56,5.121,3.0625,2.8,3.0,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.4973821989528796,0.5026178010471204
漠,mo4,13,2258,1107,0.342,348,149,232,588,867,1185,1.084,0.727,1.11,2.841,5.161,13.167,4.015,5.3,45.918,4.329,2.4375,2.6,3.0,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.6710252600297176,0.3289747399702823
墨,mo4,15,41071,35699,0.07,17662,4947,3824,7381,11586,31380,55.022,24.132,18.297,35.657,68.964,348.667,91.79,4.032,62.768,4.195,3.5625,3.1,3.2,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.5349876253744953,0.46501237462550477
默,mo4,16,20917,18332,0.066,2118,1366,2616,8599,10431,14172,6.598,6.663,12.517,41.541,62.089,157.467,47.813,4.311,118.719,3.922,3.5625,3.0,3.1,muo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.5329307753063772,0.4670692246936228
牟,mou2,6,389,146,0.454,38,41,39,135,181,103,0.118,0.2,0.187,0.652,1.077,1.144,0.563,5.806,5.917,5.16,3.0625,2.5,3.1,muou,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.7271028037383177,0.27289719626168224
眸,mou2,11,151,212,-0.168,11,18,28,90,135,71,0.034,0.088,0.134,0.435,0.804,0.789,0.381,5.86,5.466,5.189,3.0,2.7,2.7,muou,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.41597796143250687,0.5840220385674931
谋,mou2,11,102055,7268,0.867,39656,18041,17803,15777,12774,5223,123.539,88.005,85.182,76.217,76.036,58.033,84.502,4.068,89.522,4.043,3.0,3.2,3.4,muou,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.9335181068942492,0.06648189310575085
母,mu3,5,1071,2463,-0.394,1153,409,512,629,594,237,3.592,1.995,2.45,3.039,3.536,2.633,2.874,5.412,347.218,3.458,2.625,2.9,2.6,mu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.3030560271646859,0.6969439728353141
亩,mu3,7,363,248,0.188,219,75,75,116,88,38,0.682,0.366,0.359,0.56,0.524,0.422,0.486,5.828,61.675,4.203,2.5625,2.7,2.6,mu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.5941080196399345,0.40589198036006546
姆,mu3,8,585,34625,-0.967,8168,3878,4891,5820,6847,5609,25.445,18.917,23.402,28.116,40.756,62.322,33.16,4.466,40.452,4.382,2.5,2.6,2.6,mu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.01661459812553252,0.9833854018744674
木,mu4,4,805962,415916,0.319,577199,239784,170371,128899,79889,27307,1798.128,1169.678,815.172,622.7,475.53,303.411,864.103,3.063,329.597,3.481,3.1875,2.9,2.8,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.6596092244888606,0.3403907755111394
目,mu4,5,3067,2582,0.086,2650,932,757,614,509,187,8.255,4.546,3.622,2.966,3.03,2.078,4.083,5.294,834.764,3.078,3.1875,2.9,2.7,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.542927951849885,0.45707204815011504
沐,mu4,7,32265,18631,0.268,7235,2828,3042,5662,11947,20239,22.539,13.795,14.555,27.353,71.113,224.878,62.372,4.198,6.367,5.133,3.6875,3.7,3.2,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.6339397988054071,0.36606020119459287
牧,mu4,8,23517,11269,0.352,2550,2184,3112,6839,10342,9734,7.944,10.654,14.89,33.039,61.56,108.156,39.374,4.394,74.923,4.12,3.5,3.1,3.5,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.6760478353360547,0.3239521646639453
睦,mu4,13,7130,1610,0.632,1841,879,752,1098,1315,2833,5.735,4.288,3.598,5.304,7.827,31.478,9.705,4.97,7.267,5.083,3.8125,3.9,3.6,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.8157894736842105,0.18421052631578946
慕,mu4,14,21083,50563,-0.411,23304,6450,7421,9927,13777,10805,72.598,31.463,35.507,47.957,82.006,120.056,64.931,4.181,28.747,4.527,3.9375,3.6,3.6,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.2942662535242721,0.7057337464757278
穆,mu4,16,6117,4666,0.135,1930,1086,1272,2104,2382,1989,6.012,5.298,6.086,10.164,14.179,22.1,10.64,4.934,28.168,4.535,3.625,3.3,3.4,mu,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.5672818325141427,0.43271816748585734
拿,na2,10,753,1082,-0.179,344,101,136,550,532,172,1.072,0.493,0.651,2.657,3.167,1.911,1.659,5.575,312.233,3.504,2.3125,2.4,2.6,na,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.4103542234332425,0.5896457765667575
那,na4,6,3076,12418,-0.603,1864,1108,1715,5826,4056,937,5.807,5.405,8.206,28.145,24.143,10.411,13.686,4.833,2482.427,2.605,2.5625,2.6,2.7,nuo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.19852846263069576,0.8014715373693042
纳,na4,7,11073,51184,-0.644,2211,5231,10034,28003,12497,4252,6.888,25.517,48.01,135.28,74.387,47.244,56.221,4.242,148.495,3.825,3.0625,2.7,2.9,na,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.1778595178052267,0.8221404821947733
娜,na4,9,12873,3982167,-0.994,124158,131959,528005,1827669,1055394,327124,386.785,643.702,2526.34,8829.319,6282.107,3634.711,3717.161,2.43,30.162,4.506,4.0,3.4,3.0,nuo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.003222245584524811,0.9967777544154752
乃,nai3,2,450378,203869,0.377,288702,140099,99922,63521,43569,18921,899.383,683.41,478.096,306.865,259.339,210.233,472.888,3.324,78.782,4.098,2.75,2.7,3.0,nai,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.6883913873506489,0.3116086126493511
鼐,nai4,14,570,82,0.748,100,33,111,215,147,46,0.312,0.161,0.531,1.039,0.875,0.511,0.572,5.804,0.0,6.0,3.0625,3.1,3.3,nai,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8742331288343558,0.12576687116564417
囡,nan1,6,2530,50263,-0.904,22382,5538,5567,10022,7378,1941,69.726,27.015,26.636,48.415,43.917,21.567,39.546,4.392,1.608,5.584,2.9375,3.3,2.6,nan,1,high,level,1,0,0,high,+upper,raised_H,center,low,unround,large,0.04792302009736139,0.9520769799026386
男,nan2,7,268146,400046,-0.197,46864,27982,34519,165539,296490,97677,145.994,136.498,165.163,799.705,1764.821,1085.3,682.914,3.165,244.834,3.609,3.1875,2.2,2.9,nan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.4013008237153393,0.5986991762846607
南,nan2,9,1098412,586587,0.304,533126,245976,190264,306472,308711,99848,1660.829,1199.883,910.354,1480.541,1837.565,1109.422,1366.432,2.864,645.238,3.19,3.5,3.0,3.0,nan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.6518769447340919,0.34812305526590814
楠,nan2,13,612305,1041097,-0.259,18862,16745,52097,438351,697995,428873,58.76,81.683,249.268,2117.638,4154.732,4765.256,1904.556,2.72,6.174,5.144,4.125,3.4,3.3,nan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.37033038547189373,0.6296696145281063
讷,ne4,6,329,1585,-0.656,126,32,130,441,874,311,0.393,0.156,0.622,2.13,5.202,3.456,1.993,5.524,2.251,5.488,2.0625,3.0,2.7,ne,4,high,falling,0,0,1,low,-upper,raised_L,front,middle,unround,missing,0.17189132706374086,0.8281086729362591
嫩,nen4,14,1815,17128,-0.808,10468,3312,2406,1672,828,257,32.611,16.156,11.512,8.077,4.929,2.856,12.69,4.864,31.384,4.49,2.5,2.8,2.4,nen,4,high,falling,0,0,1,low,-upper,raised_L,front,middle,unround,missing,0.09581375706065565,0.9041862429393444
能,neng2,10,657953,147708,0.633,248715,160128,153136,123755,88671,30924,774.813,781.112,732.708,597.85,527.804,343.6,626.315,3.203,3495.656,2.456,3.625,3.2,3.6,neŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.8166623430946763,0.1833376569053237
妮,ni1,8,21468,1585779,-0.973,358401,125672,205385,364517,362613,188373,1116.514,613.034,982.703,1760.952,2158.411,2093.033,1454.108,2.837,16.721,4.752,3.75,3.4,2.8,ni,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.013357001132993249,0.9866429988670068
尼,ni2,5,8318,14859,-0.282,4232,2558,3974,5499,4669,2216,13.184,12.478,19.014,26.565,27.792,24.622,20.609,4.665,129.974,3.883,3.0625,2.9,2.8,ni,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.35889027915605987,0.6411097208439401
泥,ni2,8,903,2648,-0.491,420,274,405,894,1079,486,1.308,1.337,1.938,4.319,6.423,5.4,3.454,5.351,114.089,3.939,1.875,2.2,2.2,ni,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.2542945649112926,0.7457054350887075
倪,ni2,10,5174,13358,-0.442,1361,581,955,2661,5302,7671,4.24,2.834,4.569,12.855,31.56,85.233,23.549,4.61,7.846,5.053,3.375,3.0,3.3,ni,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.2791927476796892,0.7208072523203108
霓,ni2,16,1801,24351,-0.862,1687,1882,2854,4652,7570,7520,5.255,9.18,13.656,22.473,45.06,83.556,29.863,4.511,3.859,5.313,3.8125,3.3,3.3,ni,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.06886662587947384,0.9311333741205261
旎,ni3,11,217,17832,-0.976,30,108,989,4827,7475,4622,0.093,0.527,4.732,23.319,44.494,51.356,20.754,4.662,0.643,5.784,4.125,3.3,3.0,ni,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.0120228267494044,0.9879771732505956
年,nian2,6,863688,407692,0.359,618789,285978,190967,97591,55135,23451,1927.692,1395.015,913.718,471.454,328.185,260.567,882.772,3.054,3051.006,2.515,3.1875,3.1,2.8,nian,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6793311205147163,0.3206688794852837
念,nian4,8,200088,157334,0.12,74853,48031,55453,71268,73429,34525,233.187,234.298,265.325,344.29,437.077,383.611,316.298,3.499,386.384,3.412,3.375,3.2,3.2,nian,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.5598088534001824,0.44019114659981756
鸟,niao3,5,1091,8799,-0.779,3071,1662,2162,2066,951,178,9.567,8.107,10.344,9.981,5.661,1.978,7.606,5.065,112.867,3.944,2.1875,1.8,2.2,niao,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,small,0.11031344792719919,0.8896865520728008
捏,nie1,10,0,1,-1.0,0,1,0,0,0,0,0.0,0.005,0.0,0.0,0.0,0.0,0.001,6.0,20.515,4.667,1.875,2.0,2.1,nie,1,high,level,1,0,0,high,+upper,raised_H,front,high,unround,small,0.0,1.0
聂,nie4,10,2389,1590,0.201,516,318,511,1061,1102,471,1.607,1.551,2.445,5.126,6.56,5.233,3.754,5.323,10.997,4.921,3.3125,2.7,3.2,nie,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.6004021110831868,0.39959788891681325
宁,ning2,5,1500949,1266859,0.085,186921,261520,433129,765408,723160,398177,582.308,1275.707,2072.388,3697.623,4304.524,4424.189,2726.123,2.564,166.117,3.777,4.0,3.6,3.3,niŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5422879766226559,0.45771202337734407
柠,ning2,9,6486,12752,-0.326,152,232,724,2574,5965,9606,0.474,1.132,3.464,12.435,35.506,106.733,26.624,4.559,3.151,5.382,3.25,3.3,3.1,niŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.3371452333922445,0.6628547666077554
凝,ning2,16,5625,52769,-0.807,1566,1173,2996,7279,15619,29672,4.879,5.722,14.335,35.164,92.97,329.689,80.46,4.089,76.466,4.111,3.5,3.0,3.1,niŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.09632838990307223,0.9036716100969278
甯,ning4,12,148,138,0.035,5,8,13,80,81,100,0.016,0.039,0.062,0.386,0.482,1.111,0.349,5.87,0.0,6.0,3.4375,3.3,3.5,甯,4,high,falling,0,0,1,low,-upper,raised_L,missing,missing,missing,missing,0.5174825174825175,0.4825174825174825
泞,ning4,8,837,1078,-0.126,20,33,115,346,585,822,0.062,0.161,0.55,1.671,3.482,9.133,2.51,5.455,2.444,5.463,2.375,2.5,2.9,niŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.4370757180156658,0.5629242819843342
妞,niu1,7,2277,119075,-0.962,37650,14411,13416,20494,28970,6509,117.29,70.298,64.191,99.005,172.44,72.322,99.258,3.999,2.83,5.417,2.5,2.9,2.3,niou,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.01876359680928209,0.9812364031907179
牛,niu2,4,113967,16524,0.747,61376,25965,18159,13391,9644,2296,191.202,126.659,86.885,64.691,57.405,25.511,92.059,4.031,234.094,3.629,3.125,3.1,2.4,niou,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,rounded,small,0.8733705772811918,0.1266294227188082
农,nong2,6,52374,10796,0.658,19297,20280,12484,4483,4729,1925,60.115,98.927,59.732,21.657,28.149,21.389,48.328,4.307,888.722,3.051,3.125,2.6,2.6,noŋ,2,mid,rising,0,1,0,high,+upper,raised_L,back,middle,rounded,missing,0.8290960899160994,0.17090391008390057
浓,nong2,9,8925,33787,-0.582,14070,9380,7126,3997,5472,2742,43.832,45.756,34.096,19.309,32.571,30.467,34.339,4.452,108.043,3.962,2.8125,2.9,2.6,noŋ,2,mid,rising,0,1,0,high,+upper,raised_L,back,middle,rounded,missing,0.20895766997565088,0.7910423300243491
努,nu3,7,2748,5012,-0.292,1876,1229,1327,1647,1236,444,5.844,5.995,6.349,7.957,7.357,4.933,6.406,5.13,121.227,3.913,3.3125,3.1,3.3,nu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.3541237113402062,0.6458762886597939
弩,nu3,8,319,55,0.706,36,51,129,101,44,13,0.112,0.249,0.617,0.488,0.262,0.144,0.312,5.882,2.38,5.471,2.875,2.6,3.2,nu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.8529411764705882,0.14705882352941177
暖,nuan3,13,10506,40028,-0.584,14448,7650,7994,9644,7665,3180,45.009,37.317,38.249,46.589,45.625,35.333,41.354,4.373,80.454,4.089,3.9375,3.9,2.8,nuan,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,high,rounded,large,0.20789963193097716,0.7921003680690228
挪,nuo2,9,588,2316,-0.595,982,380,277,653,507,105,3.059,1.854,1.325,3.155,3.018,1.167,2.263,5.486,16.142,4.766,2.3125,2.8,2.6,nuo,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.2024793388429752,0.7975206611570248
诺,nuo4,10,57053,126380,-0.378,6979,3360,4774,11210,29139,128002,21.741,16.39,22.842,54.155,173.446,1422.244,285.136,3.543,43.796,4.349,3.9375,3.9,3.7,nuo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.31102909509194093,0.6889709049080591
女,nv3,3,10515,1047638,-0.98,586915,202292,132606,78055,49741,8372,1828.396,986.79,634.478,377.077,296.077,93.022,702.64,3.153,753.539,3.122,2.75,2.7,2.5,ɻu,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.009937126294590669,0.9900628737054094
讴,ou1,6,165,155,0.031,17,27,80,101,64,33,0.053,0.132,0.383,0.488,0.381,0.367,0.301,5.886,2.122,5.506,2.875,2.9,2.7,ou,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.515625,0.484375
欧,ou1,8,29435,21473,0.156,4409,4007,9206,17034,11523,4762,13.735,19.546,44.048,82.29,68.589,52.911,46.853,4.32,175.828,3.752,3.4375,2.9,3.0,ou,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.5781998899976428,0.4218001100023572
鸥,ou1,9,14845,25045,-0.256,2403,3894,8995,14612,7068,2913,7.486,18.995,43.038,70.589,42.071,32.367,35.758,4.435,7.524,5.069,3.625,2.9,3.0,ou,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.3721484081223364,0.6278515918776636
偶,ou3,11,529,2649,-0.667,1671,521,343,372,205,69,5.206,2.541,1.641,1.797,1.22,0.767,2.195,5.496,81.611,4.083,2.8125,2.9,2.9,ou,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.16645689112649464,0.8335431088735054
排,pai2,11,2637,2215,0.087,1468,831,1086,897,449,120,4.573,4.054,5.196,4.333,2.673,1.333,3.694,5.328,357.572,3.445,2.3125,2.8,2.8,pʰai,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.5434872217642209,0.45651277823577907
牌,pai2,12,747,259,0.485,195,69,61,211,364,106,0.607,0.337,0.292,1.019,2.167,1.178,0.933,5.714,94.988,4.018,2.25,2.8,2.9,pʰai,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.742544731610338,0.25745526838966204
湃,pai4,12,5461,1110,0.662,192,292,721,1714,2281,1382,0.598,1.424,3.45,8.28,13.577,15.356,7.114,5.091,8.682,5.014,3.5,3.1,3.4,pʰai,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.8310759397352001,0.1689240602647999
潘,pan1,15,36655,21209,0.267,5819,2842,3737,16006,21968,7474,18.128,13.863,17.88,77.324,130.762,83.044,56.834,4.238,30.226,4.505,3.375,3.1,2.9,pʰan,1,high,level,1,0,0,high,+upper,raised_H,center,low,unround,large,0.6334681321719895,0.3665318678280105
攀,pan1,19,251040,55754,0.637,4963,5131,26769,116973,122603,30206,15.461,25.029,128.081,565.087,729.78,335.622,299.843,3.522,26.947,4.554,3.5,2.6,3.1,pʰan,1,high,level,1,0,0,high,+upper,raised_H,center,low,unround,large,0.8182689361591166,0.18173106384088347
盘,pan2,11,18421,14104,0.133,15673,5597,3598,4098,2906,649,48.826,27.302,17.215,19.797,17.298,7.211,22.942,4.621,126.115,3.896,2.9375,2.6,2.8,pʰan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.5663643351268255,0.43363566487317445
磐,pan2,15,2236,312,0.755,231,142,306,764,769,336,0.72,0.693,1.464,3.691,4.577,3.733,2.48,5.458,1.222,5.653,3.6875,3.1,3.3,pʰan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.8775510204081632,0.12244897959183673
泮,pan4,8,1110,854,0.13,486,74,73,716,458,157,1.514,0.361,0.349,3.459,2.726,1.744,1.692,5.57,1.672,5.573,3.125,2.9,3.0,pʰan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.5651731160896131,0.434826883910387
盼,pan4,9,149784,407861,-0.463,10759,8113,9977,202407,270925,55419,33.517,39.576,47.737,977.812,1612.649,615.767,554.51,3.255,29.969,4.509,3.375,3.4,3.3,pʰan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.2686009916703279,0.7313990083296721
畔,pan4,10,2956,4391,-0.195,725,208,327,3278,2322,505,2.259,1.015,1.565,15.836,13.821,5.611,6.685,5.114,14.534,4.809,3.0625,2.9,3.2,pʰan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.4023410916020144,0.5976589083979855
庞,pang2,8,3431,390,0.796,307,242,575,1003,1043,651,0.956,1.18,2.751,4.845,6.208,7.233,3.862,5.313,32.413,4.476,3.4375,3.1,3.1,pʰaŋ,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.8979324784087935,0.1020675215912065
胖,pang4,9,17201,22323,-0.13,19644,5001,3994,5007,4895,451,61.196,24.395,19.11,24.188,29.137,5.011,27.173,4.55,46.69,4.322,1.75,2.5,2.1,pʰaŋ,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.43520392672806396,0.564796073271936
跑,pao3,12,1063,419,0.435,375,96,124,400,435,49,1.168,0.468,0.593,1.932,2.589,0.544,1.216,5.654,252.037,3.597,2.25,2.4,2.6,pʰao,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,middle,rounded,large,0.7172739541160594,0.2827260458839406
炮,pao4,9,2151,180,0.846,1055,453,324,298,167,35,3.287,2.21,1.55,1.44,0.994,0.389,1.645,5.578,92.673,4.028,2.0625,2.4,2.6,pʰao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.9227799227799228,0.07722007722007722
培,pei2,11,2099553,1181216,0.28,1196871,577797,437333,521490,375556,171977,3728.57,2818.522,2092.502,2519.275,2235.452,1910.856,2550.863,2.593,226.312,3.643,3.8125,3.2,3.1,pʰei,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.6399575831154221,0.360042416884578
裴,pei2,14,3663,6457,-0.276,415,345,740,4154,3291,1172,1.293,1.683,3.541,20.068,19.589,13.022,9.866,4.964,8.296,5.032,3.5625,3.3,3.4,pʰei,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.36195652173913045,0.6380434782608696
沛,pei4,7,334599,172876,0.319,145135,59353,50509,76888,98875,76544,452.134,289.527,241.67,371.44,588.542,850.489,465.634,3.331,10.611,4.935,3.8125,3.7,3.6,pʰei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.6593408542292724,0.34065914577072764
佩,pei4,8,250435,915819,-0.571,366081,153049,111050,193127,245459,97962,1140.439,746.58,531.34,932.981,1461.065,1088.467,983.479,3.007,35.436,4.438,4.0,3.5,3.5,pʰei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.2147345260980884,0.7852654739019116
配,pei4,10,12974,24935,-0.316,11366,5112,4007,9461,6960,1070,35.408,24.937,19.172,45.705,41.429,11.889,29.757,4.512,344.003,3.462,2.75,2.8,3.0,pʰei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.34224062887440976,0.6577593711255902
霈,pei4,15,3467,3740,-0.038,288,214,392,1224,2258,2830,0.897,1.044,1.876,5.913,13.44,31.444,9.102,4.996,0.0,6.0,3.9375,3.6,3.4,pʰei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,unround,small,0.48106008047731375,0.5189399195226863
芃,peng2,6,15174,11140,0.153,840,1165,1883,3736,7815,10870,2.617,5.683,9.01,18.048,46.518,120.778,33.776,4.459,0.0,6.0,3.6875,3.7,3.2,pʰeŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.5766512122824352,0.4233487877175648
